match id,bowler,bowler_id,bowler_details,is_bowler_captain,is_bowler_keeper,inning,runs,wicket_count,balls_bowled,economy,maiden,dots,Fours,Sixes,wides,noballs,match_dt
8588005,CP Tn,3876613.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,30,1,18,10.0,0,7.0,2,2,1,0,2021-01-01
8588005,DR Ss,5788320.0,AUS:Right-hand bat:Left-arm fast-medium:,0.0,0.0,1,30,1,24,7.5,0,8.0,1,1,1,0,2021-01-01
8588005,N Mw,5497274.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,41,3,24,10.25,0,8.0,3,2,1,1,2021-01-01
8588005,T Sa,8193310.0,AUS:Right-hand bat:Legbreak:,0.0,0.0,1,17,1,12,8.5,0,6.0,0,2,0,0,2021-01-01
8588005,Id Wm,1594319.0,PAK:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,2,34,1,18,11.33,0,4.0,6,0,1,0,2021-01-01
8588005,KW Rn,1905847.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,14,0,12,7.0,0,4.0,2,0,0,0,2021-01-01
8588005,M Py,7620346.0,AUS:Left-hand bat:Right-arm fast-medium:,0.0,0.0,2,33,1,12,16.5,0,2.0,4,2,0,0,2021-01-01
8588005,Md Ni,181404.0,AFG:Right-hand bat:Right-arm offbreak:,0.0,0.0,2,10,0,6,10.0,0,0.0,1,0,0,0,2021-01-01
8588005,P Hu,8339701.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,2,20,0,18,6.67,0,4.0,1,0,1,0,2021-01-01
8588005,W Sd,7537067.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,5,0,6,5.0,0,4.0,1,0,0,0,2021-01-01
8587837,JD Wh,3995991.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,10,0,18,3.33,0,11.0,1,0,0,0,2021-01-02
8587837,JJ By,4967738.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,9,0,6,9.0,0,0.0,0,0,1,0,2021-01-02
8587837,L Gy,2535420.0,ENG:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,39,1,24,9.75,0,2.0,2,1,2,0,2021-01-02
8587837,MP Kn,5419546.0,AUS:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,1,16,0,6,16.0,0,1.0,2,0,1,0,2021-01-02
8587837,MT Se,3890984.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,33,4,24,8.25,0,7.0,3,1,0,0,2021-01-02
8587837,Mb Ur Rn,6818776.0,AFG:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,28,2,24,7.0,0,11.0,1,2,1,0,2021-01-02
8587837,XC Bt,7353828.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,30,1,18,10.0,0,2.0,2,0,0,1,2021-01-02
8587837,BD Mi,7455818.0,ITA:Right-hand bat:Right-arm offbreak:,0.0,0.0,2,22,0,18,7.33,0,3.0,0,1,0,0,2021-01-02
8587837,BJ Ds,4756982.0,AUS:Left-hand bat:Left-arm fast-medium:,0.0,0.0,2,45,2,23,11.74,0,8.0,2,4,0,0,2021-01-02
8587837,CR Be,3200756.0,WI:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,19,1,12,9.5,0,3.0,1,0,4,0,2021-01-02
8587837,DT Cn,34061.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,35,2,18,11.67,0,4.0,3,1,2,0,2021-01-02
8587837,JM Bd,1506077.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,26,1,24,6.5,0,12.0,4,0,0,0,2021-01-02
8587837,SJ Oe,49496.0,AUS:Right-hand bat:Slow left-arm orthodox:,0.0,0.0,2,14,0,18,4.67,0,8.0,1,0,0,0,2021-01-02
8638041,AK Kn,2690498.0,NZ:Right-hand bat:Slow left-arm orthodox:,0.0,0.0,1,29,1,24,7.25,0,7.0,2,1,0,0,2021-01-02
8638041,JA Dy,3834375.0,NZ:Right-hand bat:Right-arm fast-medium:,1.0,0.0,1,35,0,24,8.75,0,10.0,3,1,4,0,2021-01-02
8638041,MB Bn,4195827.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,1,35,3,24,8.75,0,10.0,2,2,3,0,2021-01-02
8638041,MJ Mn,2236086.0,NZ:Left-hand bat:Left-arm fast-medium:,0.0,0.0,1,29,1,24,7.25,0,8.0,3,0,1,0,2021-01-02
8638041,MG Rn,2666705.0,NZ:Right-hand bat:Left-arm wrist-spin:,0.0,0.0,1,19,2,24,4.75,0,7.0,0,0,0,0,2021-01-02
8638041,BR Hn,3834305.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,16,0,16,6.0,0,7.0,2,0,1,0,2021-01-02
8638041,FL Wr,7543647.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,2,15,0,12,7.5,0,3.0,2,0,0,0,2021-01-02
8638041,JG Wr,3566240.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,2,20,0,18,6.67,0,6.0,2,0,0,0,2021-01-02
8638041,MJ Fr,7907458.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,35,1,24,8.75,0,13.0,2,1,4,1,2021-01-02
8638041,SC Kn,3776849.0,NZ:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,45,2,24,11.25,0,10.0,6,1,2,0,2021-01-02
8638041,ZN Gn,6718340.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,2,17,3,24,4.25,0,11.0,1,0,0,0,2021-01-02
8587921,B Se,3731307.0,AUS:Left-hand bat:Right-arm fast:,0.0,0.0,1,25,3,24,6.25,0,15.0,1,2,1,0,2021-01-02
8587921,GJ Ml,2275195.0,AUS:Right-hand bat:Right-arm offbreak:,1.0,0.0,1,13,1,12,6.5,0,5.0,2,0,0,0,2021-01-02
8587921,LC Hr,6308098.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,27,0,24,6.75,0,7.0,2,0,0,0,2021-01-02
8587921,LR Ms,7877232.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,1,23,0,12,11.5,0,2.0,2,1,0,1,2021-01-02
8587921,SL Rd,2337117.0,AUS:Right-hand bat:Left-arm medium-fast:,0.0,0.0,1,40,1,24,10.0,0,7.0,2,2,4,0,2021-01-02
8587921,Zr Kn,4985546.0,AFG:Left-hand bat:Left-arm wrist-spin:,0.0,0.0,1,33,0,24,8.25,0,7.0,2,2,0,0,2021-01-02
8587921,DM St,2161599.0,AUS:Left-hand bat:Left-arm wrist-spin:,0.0,0.0,2,15,0,6,15.0,0,1.0,0,2,0,0,2021-01-02
8587921,J Ba,309056.0,SA:Right-hand bat:Right-arm offbreak:,0.0,0.0,2,18,1,18,6.0,0,6.0,0,1,0,0,2021-01-02
8587921,NT Es,5788418.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,11,2,24,2.75,0,17.0,1,0,1,0,2021-01-02
8587921,RP Mh,6732004.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,2,36,0,24,9.0,0,9.0,4,1,0,0,2021-01-02
8587921,S Le,6722540.0,NEP:Right-hand bat:Legbreak googly:,0.0,0.0,2,38,2,24,9.5,0,9.0,3,2,2,0,2021-01-02
8587921,SM Bd,3125849.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,22,3,24,5.5,0,14.0,3,0,0,0,2021-01-02
8638048,EJ Nl,3834319.0,NZ:Left-hand bat:Left-arm medium-fast:,0.0,0.0,1,9,1,6,9.0,0,1.0,1,0,1,0,2021-01-03
8638048,FW St,7871310.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,1,10,1,6,10.0,0,2.0,0,1,0,0,2021-01-03
8638048,SB Dy,3913433.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,1,8,1,6,8.0,0,1.0,0,0,1,0,2021-01-03
8638048,TD Ae,1495731.0,NZ:Right-hand bat:Legbreak:,0.0,0.0,1,15,0,6,15.0,0,1.0,1,1,1,0,2021-01-03
8638048,WA Ws,4136404.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,9,1,6,9.0,0,1.0,0,0,0,0,2021-01-03
8638048,BG Lr,7878765.0,NZ:Right-hand bat:Left-arm fast-medium:,0.0,0.0,2,2,0,6,2.0,0,5.0,0,0,1,0,2021-01-03
8638048,DK Fs,7565697.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,2,11,0,3,22.0,0,0.0,1,1,0,0,2021-01-03
8638048,L Dt,5560190.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,2,10,0,6,10.0,0,1.0,0,1,0,0,2021-01-03
8638048,RM tr Bk,6718438.0,NZ:Right-hand bat:Left-arm fast-medium:,0.0,0.0,2,15,0,6,15.0,0,2.0,2,1,0,0,2021-01-03
8638048,WR Se,270262.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,2,17,0,6,17.0,0,0.0,0,2,0,0,2021-01-03
8587907,BD Mi,7455818.0,ITA:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,29,1,24,7.25,0,6.0,3,0,0,0,2021-01-03
8587907,BJ Ds,4756982.0,AUS:Left-hand bat:Left-arm fast-medium:,0.0,0.0,1,19,1,18,6.33,0,7.0,2,0,2,0,2021-01-03
8587907,CR Be,3200756.0,WI:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,16,0,12,8.0,0,3.0,0,1,1,0,2021-01-03
8587907,DT Cn,34061.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,22,1,24,5.5,0,7.0,0,0,1,0,2021-01-03
8587907,JT Bl,2904943.0,ENG:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,42,1,24,10.5,0,8.0,5,2,1,0,2021-01-03
8587907,L Pe,7537060.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,1,15,0,18,5.0,0,9.0,2,0,0,0,2021-01-03
8587907,DJ Wl,3901099.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,25,0,18,8.33,0,9.0,5,0,0,0,2021-01-03
8587907,DR Bs,2170762.0,ENG:Right-hand bat:Slow left-arm orthodox:,0.0,0.0,2,38,0,24,9.5,0,6.0,5,1,0,0,2021-01-03
8587907,PM Se,55299.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,34,0,18,11.33,0,5.0,4,1,0,0,2021-01-03
8587907,RJ Gn,5776490.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,2,10,0,6,10.0,0,1.0,1,0,0,0,2021-01-03
8587907,Rd Kn,5554254.0,AFG:Right-hand bat:Legbreak googly:,0.0,0.0,2,18,3,24,4.5,0,14.0,2,0,0,0,2021-01-03
8587907,WA Ar,6718844.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,2,25,0,18,8.33,0,3.0,1,0,0,0,2021-01-03
8587984,JA Pe,6842170.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,32,2,24,8.0,0,9.0,1,2,1,1,2021-01-03
8587984,JK Lr,1906708.0,AUS:Right-hand bat:Left-arm fast-medium:,0.0,0.0,1,33,0,18,11.0,0,4.0,2,2,0,0,2021-01-03
8587984,KW Rn,1905847.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,31,0,24,7.75,0,8.0,4,0,0,0,2021-01-03
8587984,Md Ni,181404.0,AFG:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,17,0,12,8.5,0,1.0,0,1,0,0,2021-01-03
8587984,Nr Ad,8277716.0,AFG:Right-hand bat:Left-arm wrist-spin:,0.0,0.0,1,36,1,18,12.0,0,4.0,3,2,0,2,2021-01-03
8587984,P Hu,8339701.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,1,33,0,24,8.25,0,8.0,1,2,0,0,2021-01-03
8587984,AJ Te,3216569.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,5,1,6,5.0,0,2.0,0,0,0,0,2021-01-03
8587984,AM He,7869994.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,10,2,12,5.0,0,6.0,1,0,0,0,2021-01-03
8587984,Fd Ad,1684276.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,2,5,2,17,1.76,2,15.0,1,0,0,0,2021-01-03
8587984,JA Rn,5419574.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,2,39,1,24,9.75,0,9.0,3,2,2,0,2021-01-03
8587984,JP Bf,1907352.0,AUS:Right-hand bat:Left-arm fast-medium:,0.0,0.0,2,13,1,12,6.5,0,6.0,2,0,1,0,2021-01-03
8587984,LS Le,2827327.0,ENG:Right-hand bat:Right-arm offbreak:,0.0,0.0,2,13,1,6,13.0,0,3.0,0,2,0,0,2021-01-03
8638055,BR Hn,3834305.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,21,3,24,5.25,0,10.0,1,0,1,0,2021-01-04
8638055,FL Wr,7543647.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,1,20,2,24,5.0,0,14.0,3,0,1,0,2021-01-04
8638055,HR Cr,4949790.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,14,2,12,7.0,0,5.0,2,0,0,0,2021-01-04
8638055,JG Wr,3566240.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,14,1,24,3.5,0,14.0,1,0,0,0,2021-01-04
8638055,MJ Fr,7907458.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,14,0,12,7.0,0,5.0,2,0,1,0,2021-01-04
8638055,SC Kn,3776849.0,NZ:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,16,0,12,8.0,0,4.0,2,0,1,0,2021-01-04
8638055,ZN Gn,6718340.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,1,10,1,12,5.0,0,5.0,1,0,0,0,2021-01-04
8638055,AY Pl,4170494.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,2,19,0,24,4.75,0,15.0,3,0,0,0,2021-01-04
8638055,BM Tr,5984376.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,35,2,24,8.75,0,11.0,5,1,0,1,2021-01-04
8638055,DJ Bl,2537800.0,NZ:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,12,0,6,12.0,0,2.0,2,0,0,0,2021-01-04
8638055,GH Wr,1945390.0,NZ:Left-hand bat:Slow left-arm orthodox:,1.0,0.0,2,18,0,10,10.8,0,1.0,1,1,0,0,2021-01-04
8638055,JA Fd,8354821.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,10,0,12,5.0,0,4.0,0,0,0,0,2021-01-04
8638055,JR Lx,8447396.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,2,17,2,24,4.25,0,16.0,2,0,0,0,2021-01-04
8638055,K Nt,1626540.0,NZ:Left-hand bat:Right-arm medium:,0.0,0.0,2,9,0,6,9.0,0,2.0,0,1,0,0,2021-01-04
8588166,DM St,2161599.0,AUS:Left-hand bat:Left-arm wrist-spin:,0.0,0.0,1,24,0,12,12.0,0,1.0,1,2,0,0,2021-01-04
8588166,J Ba,309056.0,SA:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,20,0,12,10.0,0,5.0,1,2,0,0,2021-01-04
8588166,NT Es,5788418.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,31,3,24,7.75,0,12.0,2,2,0,1,2021-01-04
8588166,RP Mh,6732004.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,1,25,2,24,6.25,0,11.0,2,0,1,0,2021-01-04
8588166,S Le,6722540.0,NEP:Right-hand bat:Legbreak googly:,0.0,0.0,1,36,1,24,9.0,0,7.0,1,3,0,0,2021-01-04
8588166,SM Bd,3125849.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,45,0,24,11.25,0,11.0,7,2,0,0,2021-01-04
8588166,A Za,2656541.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,2,28,1,24,7.0,0,9.0,1,2,0,0,2021-01-04
8588166,B Se,3731307.0,AUS:Left-hand bat:Right-arm fast:,0.0,0.0,2,41,1,24,10.25,0,7.0,4,2,2,0,2021-01-04
8588166,GJ Ml,2275195.0,AUS:Right-hand bat:Right-arm offbreak:,1.0,0.0,2,19,0,18,6.33,0,7.0,1,1,0,0,2021-01-04
8588166,HR Ct,3901078.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,2,17,0,6,17.0,0,0.0,2,1,0,0,2021-01-04
8588166,LC Hr,6308098.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,45,1,24,11.25,0,7.0,3,3,0,1,2021-01-04
8588166,SL Rd,2337117.0,AUS:Right-hand bat:Left-arm medium-fast:,0.0,0.0,2,22,2,24,5.5,0,12.0,2,0,1,0,2021-01-04
8587970,JD Wh,3995991.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,28,1,24,7.0,0,9.0,2,1,0,0,2021-01-04
8587970,JJ By,4967738.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,12,0,6,12.0,0,0.0,0,1,0,0,2021-01-04
8587970,L Gy,2535420.0,ENG:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,34,1,18,11.33,0,7.0,4,2,0,0,2021-01-04
8587970,MP Kn,5419546.0,AUS:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,1,11,0,6,11.0,0,0.0,0,1,0,0,2021-01-04
8587970,MT Se,3890984.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,34,2,24,8.5,0,7.0,2,1,1,0,2021-01-04
8587970,Mb Ur Rn,6818776.0,AFG:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,26,2,24,6.5,0,13.0,0,2,1,0,2021-01-04
8587970,XC Bt,7353828.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,29,1,18,9.67,0,7.0,3,1,1,0,2021-01-04
8587970,AF Me,3156033.0,NZ:Right-hand bat:Right-arm fast:,0.0,0.0,2,38,0,24,9.5,0,9.0,3,2,3,0,2021-01-04
8587970,BJ Cg,1612610.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,16,0,12,8.0,0,4.0,0,1,0,1,2021-01-04
8587970,CJ Gn,5509524.0,AUS:Right-hand bat:Right-arm offbreak:,0.0,0.0,2,20,1,24,5.0,0,11.0,2,0,0,0,2021-01-04
8587970,CP Tn,3876613.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,24,0,12,12.0,0,4.0,3,1,2,0,2021-01-04
8587970,N Mw,5497274.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,37,1,24,9.25,0,10.0,4,1,2,0,2021-01-04
8587970,T Sa,8193310.0,AUS:Right-hand bat:Legbreak:,0.0,0.0,2,40,3,19,12.63,0,3.0,4,2,1,0,2021-01-04
8587844,Id Wm,1594319.0,PAK:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,1,13,2,18,4.33,0,8.0,1,0,0,0,2021-01-05
8587844,JA Pe,6842170.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,12,0,12,6.0,0,3.0,0,0,1,0,2021-01-05
8587844,JK Lr,1906708.0,AUS:Right-hand bat:Left-arm fast-medium:,0.0,0.0,1,51,0,24,12.75,0,4.0,6,2,1,1,2021-01-05
8587844,KW Rn,1905847.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,38,2,24,9.5,0,10.0,5,1,1,0,2021-01-05
8587844,Md Ni,181404.0,AFG:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,32,1,24,8.0,0,10.0,1,3,0,0,2021-01-05
8587844,Nr Ad,8277716.0,AFG:Right-hand bat:Left-arm wrist-spin:,0.0,0.0,1,23,0,18,7.67,0,5.0,0,1,1,1,2021-01-05
8587844,DR Bs,2170762.0,ENG:Right-hand bat:Slow left-arm orthodox:,0.0,0.0,2,17,2,24,4.25,0,11.0,1,0,0,0,2021-01-05
8587844,HA Cy,3890998.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,19,1,18,6.33,0,10.0,2,1,0,0,2021-01-05
8587844,MT Rw,5056134.0,AUS:Left-hand bat:Right-arm offbreak:,0.0,0.0,2,9,0,6,9.0,0,1.0,1,0,0,0,2021-01-05
8587844,PM Se,55299.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,16,3,19,5.05,1,9.0,2,0,0,0,2021-01-05
8587844,Rd Kn,5554254.0,AFG:Right-hand bat:Legbreak googly:,0.0,0.0,2,21,1,24,5.25,0,10.0,0,1,0,0,2021-01-05
8587844,WA Ar,6718844.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,2,23,3,24,5.75,0,12.0,0,2,1,0,2021-01-05
8587816,BJ Ds,4756982.0,AUS:Left-hand bat:Left-arm fast-medium:,0.0,0.0,1,12,0,6,12.0,0,0.0,2,0,0,0,2021-01-06
8587816,CR Be,3200756.0,WI:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,9,0,6,9.0,0,1.0,1,0,0,0,2021-01-06
8587816,DT Cn,34061.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,34,0,25,8.16,0,7.0,4,0,1,0,2021-01-06
8587816,JM Bd,1506077.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,35,0,24,8.75,0,9.0,4,1,1,0,2021-01-06
8587816,JT Bl,2904943.0,ENG:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,43,0,24,10.75,0,6.0,6,1,0,0,2021-01-06
8587816,L Pe,7537060.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,1,13,2,12,6.5,0,5.0,0,1,0,0,2021-01-06
8587816,SJ Oe,49496.0,AUS:Right-hand bat:Slow left-arm orthodox:,0.0,0.0,1,33,2,24,8.25,0,10.0,1,3,0,0,2021-01-06
8587816,AJ Te,3216569.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,20,4,22,5.45,0,12.0,3,0,0,0,2021-01-06
8587816,AM He,7869994.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,17,0,12,8.5,0,1.0,1,0,0,0,2021-01-06
8587816,Fd Ad,1684276.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,2,17,1,18,5.67,0,6.0,1,0,0,0,2021-01-06
8587816,JA Rn,5419574.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,2,15,3,24,3.75,0,13.0,1,0,0,0,2021-01-06
8587816,JP Bf,1907352.0,AUS:Right-hand bat:Left-arm fast-medium:,0.0,0.0,2,16,1,12,8.0,0,5.0,3,0,0,0,2021-01-06
8587816,MR Mh,1907163.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,2,12,1,12,6.0,0,7.0,2,0,0,0,2021-01-06
8587858,A Za,2656541.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,1,7,2,12,3.5,0,5.0,0,0,0,0,2021-01-07
8587858,B Se,3731307.0,AUS:Left-hand bat:Right-arm fast:,0.0,0.0,1,24,0,12,12.0,0,3.0,3,1,1,0,2021-01-07
8587858,GJ Ml,2275195.0,AUS:Right-hand bat:Right-arm offbreak:,1.0,0.0,1,20,1,6,20.0,0,1.0,0,3,0,0,2021-01-07
8587858,HR Ct,3901078.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,1,22,0,6,22.0,0,1.0,3,1,0,1,2021-01-07
8587858,Hs Rf,8131255.0,PAK:Right-hand bat:Right-arm fast:,0.0,0.0,1,25,0,12,12.5,0,1.0,3,1,0,0,2021-01-07
8587858,SL Rd,2337117.0,AUS:Right-hand bat:Left-arm medium-fast:,0.0,0.0,1,15,0,12,7.5,0,6.0,1,1,1,0,2021-01-07
8587858,JD Wh,3995991.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,14,0,12,7.0,0,6.0,1,1,0,0,2021-01-07
8587858,L Gy,2535420.0,ENG:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,29,1,12,14.5,0,3.0,4,1,0,1,2021-01-07
8587858,MT Se,3890984.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,25,3,12,12.5,0,5.0,1,3,0,0,2021-01-07
8587858,Mb Ur Rn,6818776.0,AFG:Right-hand bat:Right-arm offbreak:,0.0,0.0,2,23,1,12,11.5,0,1.0,2,1,0,0,2021-01-07
8587858,XC Bt,7353828.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,19,0,12,9.5,0,2.0,3,0,0,0,2021-01-07
8588110,DM St,2161599.0,AUS:Left-hand bat:Left-arm wrist-spin:,0.0,0.0,1,26,3,24,6.5,0,10.0,1,1,1,0,2021-01-07
8588110,J Ba,309056.0,SA:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,10,0,6,10.0,0,2.0,2,0,0,0,2021-01-07
8588110,NP Wr,3510499.0,AUS:Left-hand bat:Left-arm medium:,0.0,0.0,1,27,0,18,9.0,0,6.0,4,0,1,0,2021-01-07
