match id,batsman,batsman_id,batsman_details,is_batsman_captain,is_batsman_keeper,inning,runs,balls_faced,over_faced_first,wicket kind,out_by_bowler,out_by_fielder,bowler_id,bowler_details,is_bowler_keeper,is_bowler_captain,strike_rate,Fours,Sixes,match_dt
8587837,SJ Oe,49496.0,AUS:Right-hand bat:Slow left-arm orthodox:,0.0,0.0,1,2,3,19.4,,,None,,,,,66.67,,,2021-01-02
8587837,JM Ve,2076192.0,ENG:Right-hand bat:Right-arm medium:,0.0,0.0,1,20,16,5.2,caught,L Gy,JJ Pn,2535420.0,ENG:Right-hand bat:Right-arm medium-fast:,0.0,0.0,125.0,1.0,1.0,2021-01-02
8587837,DP Hs,4002340.0,AUS:Left-hand bat:Right-arm medium:,1.0,0.0,1,2,4,9.6,caught,MT Se,JJ Pn,3890984.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,50.0,,,2021-01-02
8587837,M Bt,7620269.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,2,40,23,1.1,caught,DT Cn,JR Pe,34061.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,173.91,6.0,1.0,2021-01-02
8587837,L Gy,2535420.0,ENG:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,31,16,13.6,,,None,,,,,193.75,2.0,2.0,2021-01-02
8587837,JJ By,4967738.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,5,4,15.4,caught,DT Cn,JC Sk,34061.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,125.0,,,2021-01-02
8587837,JD Wh,3995991.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,22,10,16.6,,,None,,,,,220.0,1.0,1.0,2021-01-02
8587837,JA Bs,2286437.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,2,1,7,2.1,caught,JM Bd,BD Mi,1506077.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,14.29,,,2021-01-02
8587837,JL Dy,87191.0,ENG:Right-hand bat:Legbreak:,0.0,0.0,2,19,17,3.5,caught,BJ Ds,DT Cn,4756982.0,AUS:Left-hand bat:Left-arm fast-medium:,0.0,0.0,111.76,2.0,,2021-01-02
8587837,SD Ht,5786766.0,AUS:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,2,17,17,8.1,caught,CR Be,DT Cn,3200756.0,WI:Right-hand bat:Right-arm fast-medium:,0.0,0.0,100.0,,1.0,2021-01-02
8587837,JJ Pn,3114803.0,AUS:Right-hand bat:None:,1.0,1.0,2,20,19,9.5,bowled,BJ Ds,None,4756982.0,AUS:Left-hand bat:Left-arm fast-medium:,0.0,0.0,105.26,,1.0,2021-01-02
8638041,KD Ce,7907451.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,26,21,1.1,stumped,MG Rn,M Rk,2666705.0,NZ:Right-hand bat:Left-arm wrist-spin:,0.0,0.0,123.81,4.0,,2021-01-02
8638041,TL St,4381761.0,NZ:Right-hand bat:None:,0.0,1.0,1,74,58,1.4,caught,MB Bn,MJ Mn,4195827.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,127.59,5.0,3.0,2021-01-02
8638041,HR Cr,4949790.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,3,5,10.6,caught,MJ Mn,MB Bn,2236086.0,NZ:Left-hand bat:Left-arm fast-medium:,0.0,0.0,60.0,,,2021-01-02
8638041,AP Dh,258649.0,NZ:Left-hand bat:Slow left-arm orthodox:,1.0,0.0,1,4,7,12.6,bowled,AK Kn,None,2690498.0,NZ:Right-hand bat:Slow left-arm orthodox:,0.0,0.0,57.14,,,2021-01-02
8638041,BR Hn,3834305.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,8,7,14.5,caught,MG Rn,M Rk,2666705.0,NZ:Right-hand bat:Left-arm wrist-spin:,0.0,0.0,114.29,1.0,,2021-01-02
8638041,SC Kn,3776849.0,NZ:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,14,10,16.2,caught,MB Bn,NF Ky,4195827.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,140.0,,1.0,2021-01-02
8638041,FL Wr,7543647.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,1,3,4,19.5,,,None,,,,,75.0,,,2021-01-02
8638041,ZN Gn,6718340.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,1,3,4,19.6,,,None,,,,,75.0,,,2021-01-02
8638041,DG Be,31464.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,1,2,4,9.6,caught,MB Bn,MJ Mn,4195827.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,50.0,,,2021-01-02
8638041,HD Rd,2319638.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,2,49,28,1.1,run out,ZN Gn,None,6718340.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,175.0,6.0,2.0,2021-01-02
8638041,NT Bm,256080.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,2,6,7,1.2,caught,SC Kn,FL Wr,3776849.0,NZ:Right-hand bat:Right-arm fast-medium:,0.0,0.0,85.71,1.0,,2021-01-02
8638041,AK Kn,2690498.0,NZ:Right-hand bat:Slow left-arm orthodox:,0.0,0.0,2,3,5,10.2,caught,MJ Fr,TL St,7907458.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,60.0,,,2021-01-02
8638041,M Rk,6129276.0,NZ:Right-hand bat:Legbreak:,0.0,1.0,2,14,13,11.4,,,None,,,,,107.69,1.0,,2021-01-02
8638041,MG Rn,2666705.0,NZ:Right-hand bat:Left-arm wrist-spin:,0.0,0.0,2,6,6,14.6,run out,BR Hn,AP Dh,3834305.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,100.0,1.0,,2021-01-02
8638041,DN Ps,6317142.0,NZ:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,10,11,16.1,,,None,,,,,90.91,1.0,,2021-01-02
8638041,JA Dy,3834375.0,NZ:Right-hand bat:Right-arm fast-medium:,1.0,0.0,2,0,3,16.3,caught,ZN Gn,TL St,6718340.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,0.0,,,2021-01-02
8638041,MJ Mn,2236086.0,NZ:Left-hand bat:Left-arm fast-medium:,0.0,0.0,2,14,13,16.6,,,None,,,,,107.69,1.0,,2021-01-02
8638041,LC Jn,7918280.0,NZ:Right-hand bat:Legbreak:,0.0,0.0,2,17,16,4.1,caught,ZN Gn,TL St,6718340.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,106.25,3.0,,2021-01-02
8638041,NF Ky,3913447.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,2,13,17,8.3,caught,SC Kn,FL Wr,3776849.0,NZ:Right-hand bat:Right-arm fast-medium:,0.0,0.0,76.47,1.0,,2021-01-02
8587921,BR Mt,4223883.0,AUS:Right-hand bat:Right-arm medium:,0.0,1.0,1,31,35,1.1,bowled,B Se,None,3731307.0,AUS:Left-hand bat:Right-arm fast:,0.0,0.0,88.57,1.0,1.0,2021-01-02
8587921,DM St,2161599.0,AUS:Left-hand bat:Left-arm wrist-spin:,0.0,0.0,1,12,7,1.2,bowled,GJ Ml,None,2275195.0,AUS:Right-hand bat:Right-arm offbreak:,0.0,1.0,171.43,2.0,,2021-01-02
8587921,NT Es,5788418.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,0,1,14.2,caught,B Se,GJ Ml,3731307.0,AUS:Left-hand bat:Right-arm fast:,0.0,0.0,0.0,,,2021-01-02
8587921,CA Im,319948.0,SA:Left-hand bat:Legbreak:,0.0,0.0,1,26,12,14.4,caught,B Se,HR Ct,3731307.0,AUS:Left-hand bat:Right-arm fast:,0.0,0.0,216.67,1.0,3.0,2021-01-02
8587921,TH Dd,6249256.0,AUS:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,8,7,18.7,,,None,,,,,114.29,,,2021-01-02
8587921,PP Hb,2340372.0,AUS:Right-hand bat:None:,1.0,0.0,1,3,3,19.6,,,None,,,,,100.0,,,2021-01-02
8587921,DJ Mn,1655436.0,ENG:Left-hand bat:Legbreak:,0.0,0.0,1,75,56,2.5,caught,SL Rd,GJ Ml,2337117.0,AUS:Right-hand bat:Left-arm medium-fast:,0.0,0.0,133.93,7.0,3.0,2021-01-02
8587921,AS Fr,363047.0,WI:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,10,8,1.1,run out,SM Bd,None,3125849.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,125.0,2.0,,2021-01-02
8587921,BR Dk,2720759.0,AUS:Left-hand bat:Right-arm offbreak:,0.0,0.0,2,2,6,13.5,caught,S Le,BR Mt,6722540.0,NEP:Right-hand bat:Legbreak googly:,0.0,0.0,33.33,,,2021-01-02
8587921,SL Rd,2337117.0,AUS:Right-hand bat:Left-arm medium-fast:,0.0,0.0,2,15,11,14.3,caught,SM Bd,NT Es,3125849.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,136.36,1.0,,2021-01-02
8587921,LC Hr,6308098.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,5,8,15.6,caught,NT Es,PP Hb,5788418.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,62.5,1.0,,2021-01-02
8587921,LR Ms,7877232.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,2,2,6,17.6,bowled,NT Es,None,5788418.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,33.33,,,2021-01-02
8587921,B Se,3731307.0,AUS:Left-hand bat:Right-arm fast:,0.0,0.0,2,2,8,19.1,,,None,,,,,25.0,,,2021-01-02
8587921,Zr Kn,4985546.0,AFG:Left-hand bat:Left-arm wrist-spin:,0.0,0.0,2,2,4,19.6,,,None,,,,,50.0,,,2021-01-02
8587921,MP Ss,2275097.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,2,7,10,2.1,caught,SM Bd,PP Hb,3125849.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,70.0,1.0,,2021-01-02
8587921,GJ Ml,2275195.0,AUS:Right-hand bat:Right-arm offbreak:,1.0,0.0,2,70,37,4.1,caught,J Ba,DM St,309056.0,SA:Right-hand bat:Right-arm offbreak:,0.0,0.0,189.19,6.0,5.0,2021-01-02
8587921,HR Ct,3901078.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,2,8,7,4.5,bowled,S Le,None,6722540.0,NEP:Right-hand bat:Legbreak googly:,0.0,0.0,114.29,,,2021-01-02
8587921,N Pn,4230127.0,WI:Left-hand bat:Right-arm offbreak:,0.0,1.0,2,14,15,6.5,caught,SM Bd,BR Mt,3125849.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,93.33,,1.0,2021-01-02
8638048,GD Ps,5764576.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,1,2,1.1,caught,EJ Nl,LJ Cr,3834319.0,NZ:Left-hand bat:Left-arm medium-fast:,0.0,0.0,50.0,,,2021-01-03
8638048,MS Cn,3069954.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,1,25,13,1.2,caught,WA Ws,LJ Cr,4136404.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,192.31,2.0,1.0,2021-01-03
8638048,RR Ol,3935854.0,NZ:Right-hand bat:Right-arm medium:,1.0,0.0,1,4,4,1.7,caught,SB Dy,WA Ws,3913433.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,100.0,,,2021-01-03
8638048,BJ He,3913440.0,NZ:Right-hand bat:Slow left-arm orthodox:,0.0,1.0,1,13,7,3.2,,,None,,,,,185.71,,1.0,2021-01-03
8638048,SM Sa,4949776.0,NZ:Left-hand bat:Right-arm medium:,0.0,0.0,1,5,4,4.5,bowled,FW St,None,7871310.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,125.0,,,2021-01-03
8638048,KJ Me,4381747.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,2,15,13,1.1,,,None,,,,,115.38,1.0,1.0,2021-01-03
8638048,CJ Bs,2659243.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,2,39,14,1.7,,,None,,,,,278.57,2.0,4.0,2021-01-03
8587907,PD St,4685568.0,ENG:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,1,3,1.1,caught,BJ Ds,CR Be,4756982.0,AUS:Left-hand bat:Left-arm fast-medium:,0.0,0.0,33.33,,,2021-01-03
8587907,MT Rw,5056134.0,AUS:Left-hand bat:Right-arm offbreak:,0.0,0.0,1,6,6,1.3,caught,BD Mi,JR Pe,7455818.0,ITA:Right-hand bat:Right-arm offbreak:,0.0,0.0,100.0,1.0,,2021-01-03
8587907,J Wd,5469008.0,AUS:Left-hand bat:Legbreak:,0.0,0.0,1,34,24,13.3,,,None,,,,,141.67,1.0,2.0,2021-01-03
8587907,JW Ws,1635773.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,1,66,56,2.4,caught,JT Bl,DT Cn,2904943.0,ENG:Right-hand bat:Right-arm fast-medium:,0.0,0.0,117.86,8.0,,2021-01-03
8587907,AT Cy,2285051.0,AUS:Left-hand bat:None:,1.0,1.0,1,31,31,2.5,caught,DT Cn,CR Be,34061.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,100.0,2.0,1.0,2021-01-03
8587907,JR Pe,7869987.0,AUS:Right-hand bat:None:,0.0,1.0,2,41,24,1.1,bowled,Rd Kn,None,5554254.0,AFG:Right-hand bat:Legbreak googly:,0.0,0.0,170.83,5.0,1.0,2021-01-03
8587907,JC Sk,3063696.0,AUS:Right-hand bat:None:,0.0,0.0,2,38,28,11.3,,,None,,,,,135.71,6.0,,2021-01-03
8587907,J Es,7620283.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,2,14,10,2.1,bowled,Rd Kn,None,5554254.0,AFG:Right-hand bat:Legbreak googly:,0.0,0.0,140.0,3.0,,2021-01-03
8587907,JM Ve,2076192.0,ENG:Right-hand bat:Right-arm medium:,0.0,0.0,2,45,33,5.3,,,None,,,,,136.36,3.0,1.0,2021-01-03
8587907,DP Hs,4002340.0,AUS:Left-hand bat:Right-arm medium:,1.0,0.0,2,12,13,7.3,lbw,Rd Kn,None,5554254.0,AFG:Right-hand bat:Legbreak googly:,0.0,0.0,92.31,1.0,,2021-01-03
8587984,JJ Ry,2089079.0,ENG:Right-hand bat:None:,0.0,0.0,1,27,32,1.1,caught,JA Pe,AJ Fh,6842170.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,84.38,2.0,,2021-01-03
8587984,LS Le,2827327.0,ENG:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,20,17,1.2,stumped,Nr Ad,SB Hr,8277716.0,AFG:Right-hand bat:Left-arm wrist-spin:,0.0,0.0,117.65,1.0,1.0,2021-01-03
8587984,C Mo,1626526.0,NZ:Left-hand bat:Right-arm medium-fast:,0.0,0.0,1,52,31,10.2,caught,JA Pe,SB Hr,6842170.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,167.74,1.0,5.0,2021-01-03
8587984,MR Mh,1907163.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,1,7,2,20.2,,,None,,,,,350.0,,1.0,2021-01-03
8587984,JP Is,4635658.0,AUS:Right-hand bat:None:,0.0,1.0,1,72,41,6.7,,,None,,,,,175.61,7.0,2.0,2021-01-03
8587984,SB Hr,5406540.0,AUS:Right-hand bat:None:,0.0,1.0,2,4,2,1.1,bowled,JA Rn,None,5419574.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,200.0,1.0,,2021-01-03
8587984,AJ Fh,37351.0,AUS:Right-hand bat:Slow left-arm orthodox:,1.0,0.0,2,8,7,1.3,,,None,,,,,114.29,1.0,,2021-01-03
8587984,SE Mh,46794.0,AUS:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,2,14,11,1.4,run out,JP Bf,JJ Ry,1907352.0,AUS:Right-hand bat:Left-arm fast-medium:,0.0,0.0,127.27,1.0,1.0,2021-01-03
8587984,BJ Wr,2669316.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,2,2,5,3.1,caught,JP Bf,MR Mh,1907352.0,AUS:Right-hand bat:Left-arm fast-medium:,0.0,0.0,40.0,,,2021-01-03
8587984,Md Ni,181404.0,AFG:Right-hand bat:Right-arm offbreak:,0.0,0.0,2,5,9,4.3,caught,AM He,LS Le,7869994.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,55.56,,,2021-01-03
8587984,RR Rw,2231928.0,SA:Left-hand bat:Right-arm offbreak:,0.0,0.0,2,6,4,5.5,caught,AJ Te,AM He,3216569.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,150.0,1.0,,2021-01-03
8587984,JA Pe,6842170.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,33,24,6.5,run out,Fd Ad,JP Bf,1684276.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,137.5,1.0,3.0,2021-01-03
8587984,KW Rn,1905847.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,9,3,8.2,,,None,,,,,300.0,2.0,,2021-01-03
8587984,JK Lr,1906708.0,AUS:Right-hand bat:Left-arm fast-medium:,0.0,0.0,2,0,3,9.3,caught,Fd Ad,AJ Tr,1684276.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,0.0,,,2021-01-03
8587984,P Hu,8339701.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,2,1,9,9.6,caught,Fd Ad,JP Is,1684276.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,11.11,,,2021-01-03
8638055,GH Wr,1945390.0,NZ:Left-hand bat:Slow left-arm orthodox:,1.0,0.0,1,23,22,1.1,caught,JG Wr,AP Dh,3566240.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,104.55,3.0,,2021-01-04
8638055,CK Ld,6487032.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,1,23,21,1.2,caught,ZN Gn,FL Wr,6718340.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,109.52,3.0,,2021-01-04
8638055,JA Cn,6496118.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,1,0,5,10.3,caught,FL Wr,DG Be,7543647.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,0.0,,,2021-01-04
8638055,DJ Bl,2537800.0,NZ:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,9,13,12.2,caught,BR Hn,SC Kn,3834305.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,69.23,1.0,,2021-01-04
8638055,K Nt,1626540.0,NZ:Left-hand bat:Right-arm medium:,0.0,0.0,1,4,8,13.2,caught,BR Hn,TL St,3834305.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,50.0,,,2021-01-04
8638055,BS Sh,3558316.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,22,22,15.3,,,None,,,,,100.0,2.0,,2021-01-04
8638055,AY Pl,4170494.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,1,6,6,18.1,caught,FL Wr,BR Hn,7543647.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,100.0,1.0,,2021-01-04
8638055,JA Fd,8354821.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,1,2,19.6,caught,HR Cr,JG Wr,4949790.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,50.0,,,2021-01-04
8638055,BM Tr,5984376.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,0,1,20.6,caught,HR Cr,TL St,4949790.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,0.0,,,2021-01-04
8638055,D Cr,3083632.0,NZ:Right-hand bat:Legbreak:,0.0,1.0,1,17,20,6.4,caught,BR Hn,TL St,3834305.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,85.0,2.0,,2021-01-04
8638055,KD Ce,7907451.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,24,12,1.1,caught,BM Tr,GH Wr,5984376.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,200.0,5.0,,2021-01-04
8638055,AP Dh,258649.0,NZ:Left-hand bat:Slow left-arm orthodox:,1.0,0.0,2,35,22,10.3,,,None,,,,,159.09,3.0,2.0,2021-01-04
8638055,BR Hn,3834305.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,15,17,14.4,,,None,,,,,88.24,,1.0,2021-01-04
