match id,team1,team1_id,team1_roster_ids,team2,team2_id,team2_roster_ids,winner,winner_id,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15
9592470,Mi Is,30435,5043310.0:238727.0:7537004.0:3125562.0:8191868.0:6249256.0:8058924.0:2022957.0:8227974.0:230775.0:1907352.0:8442286.0,Lw Sr Gs,48334,2436405.0:6698110.0:3299407.0:2275097.0:8058903.0:4230127.0:3479860.0:2970652.0:8228100.0:5554142.0:7924048.0:7491385.0,Mi Is,30435,Mi Is,bat,MA Cm Sm Ck Ci,Chennai,2023-05-24,night match,In Pr Le,2023,2050,1.3333333333333333,1.975609756097561,177.86666666666667,0.0,159.10714285714286
9128510,Ka Kt Rs,30400,5959834.0:37351.0:4497646.0:1613919.0:4231702.0:1663885.0:1934099.0:3429236.0:8779896.0:2632825.0:7758638.0,Ss Hd,36014,7491294.0:1945355.0:3127354.0:4203499.0:4230127.0:2642751.0:3693654.0:4874820.0:2282125.0:5618038.0:8725709.0,Ss Hd,36014,Ss Hd,field,Be Sm Mi,Mumbai,2022-04-15,night match,In Pr Le,2022,2764,1.7142857142857142,1.4878048780487805,148.86666666666667,100.0,183.625
9085222,Le,8301,4873028.0:6176246.0:3218291.0:3643870.0:2658431.0:4887336.0:6003584.0:7651657.0:8845850.0:5554142.0:5528116.0,Ne,8987,4003390.0:1749075.0:3651472.0:5516720.0:125915.0:34061.0:130437.0:6019306.0:4420828.0:2083157.0:2295642.0,Le,8301,Le,bat,Tt Be Nm,Nottingham,2022-06-21,day/night match,Vy Bt,2022,251,0.9090909090909091,2.9047619047619047,157.0,33.33,146.82142857142858
9085320,Ye,10618,6718326.0:1762060.0:3294444.0:2157770.0:6381962.0:6460614.0:5367676.0:5361166.0:8050160.0:7804677.0:4527942.0,Ne,8917,6374878.0:2286472.0:2158869.0:4645304.0:2858904.0:2486896.0:3636821.0:3648203.0:164604.0:2087700.0:2082387.0,Ye,10618,Ne,field,Cy Gd Nn,Northampton,2022-06-24,day/night match,Vy Bt,2022,1637,0.6666666666666666,1.0,157.6,100.0,172.6818181818182
9516632,Rl Cs Be,30393,1776627.0:313809.0:7861524.0:2275195.0:7586970.0:210328.0:5972868.0:5490666.0:212029.0:6586824.0:2018001.0:2733380.0,Lw Sr Gs,48334,2436405.0:8058903.0:3299407.0:3479860.0:2275097.0:4230127.0:2970652.0:8228100.0:217762.0:5554142.0:2954769.0:7491385.0,Rl Cs Be,30393,Rl Cs Be,bat,Bt Ra Si Al Bi Ve Ea Ct Sm Lw,Lucknow,2023-05-01,night match,In Pr Le,2023,23498,1.125,1.4878048780487805,184.53333333333333,100.0,146.45
9272689,Sy Ss,33956,7869987.0:1870357.0:3535783.0:41740.0:3063696.0:34061.0:8146998.0:4756982.0:2790675.0:49496.0:8355808.0,Ae Ss,33914,4239038.0:3710090.0:2285051.0:3681957.0:387778.0:8415854.0:7455818.0:2286388.0:6718844.0:5863290.0:3890998.0,Sy Ss,33956,Ae Ss,field,Il Ss Sm Cs Hr,Coffs Harbour,2023-01-17,night match,Bg Bh Le,2022/23,11206,1.4444444444444444,4.809523809523809,157.8,75.0,151.5
9639125,An,293,6818622.0:5554212.0:6450576.0:181404.0:3668356.0:5736016.0:5554282.0:5554254.0:6818776.0:6819238.0:6817628.0,Bh,188,3758565.0:6551978.0:4403419.0:6930230.0:393014.0:8127321.0:4403454.0:6486416.0:2316327.0:2436356.0:3769555.0,Bh,188,Bh,field,St Il Ct Sm,Sylhet,2023-07-16,day/night match,An tr of Bh,2023,10961,0.4666666666666667,0.3442622950819672,152.6,50.0,162.4090909090909
9433696,Ex,7258,4489974.0:6065548.0:5406064.0:6364588.0:5788320.0:5436878.0:7671306.0:3030733.0:8044490.0:7688848.0:6258734.0,He,7727,4223883.0:2076192.0:8822729.0:5241564.0:2020332.0:3162487.0:1482249.0:1482998.0:2173688.0:5788418.0:8833075.0,He,7727,He,field,Te Re Bl Sn,Southampton,2023-06-23,day/night match,Vy Bt,2023,8301,1.0666666666666667,1.0,186.2,25.0,146.2
9657059,Ra,1350,8058805.0:8089192.0:8089276.0:8058812.0:8964668.0:8913876.0:8058798.0:8089206.0:8964710.0:8058840.0:8913897.0,Ua,251,1634709.0:3719197.0:9663968.0:7906968.0:5120674.0:8246440.0:8246419.0:8964843.0:182986.0:7753549.0:2943443.0,Ua,251,Ra,bat,Ga Cb Gd Ni,Nairobi,2023-06-11,day match,Ua tr of Ka,2023,4913,0.3333333333333333,0.012345679012345678,,0.0,132.0
9457468,Cm Cs,40424,7864009.0:4502392.0:6551978.0:2804122.0:5736100.0:393182.0:2820957.0:7084972.0:6149268.0:4403468.0:351448.0,Ca Vs,40298,3758565.0:2263736.0:1965151.0:2331475.0:5771800.0:5017144.0:3850944.0:3850972.0:6528668.0:6931168.0:4769148.0,Ca Vs,40298,Cm Cs,bat,Zr Ad Cy Sm Cm,Chattogram,2023-01-16,night match,Bh Pr Le,2022/23,13530,0.6153846153846154,1.4878048780487805,163.3846153846154,0.0,157.16666666666666
9866373,Oo,18360,2319638.0:8444855.0:4172706.0:7907444.0:6317142.0:7918280.0:8354716.0:7907479.0:3490150.0:7213856.0:4195827.0,Wn,18570,9036516.0:8271969.0:3913447.0:9523954.0:8354786.0:6718410.0:7907486.0:3083667.0:4950294.0:4950266.0:4195708.0,Wn,18570,Oo,bat,Mx Pk Aa,Alexandra,2023-12-28,day/night match,Sr Sh,2023/24,5382,1.4,1.4878048780487805,165.73333333333332,0.0,
9680264,Da Aa,47508,5490596.0:4403531.0:4403545.0:4223883.0:3260564.0:2335381.0:4769148.0:4771780.0:5047300.0:4403573.0:8277716.0,Co Ss,47487,7200598.0:2437021.0:3008291.0:7520344.0:2104416.0:3364234.0:2437049.0:4365878.0:8106629.0:8363578.0:2590293.0,Da Aa,47508,Da Aa,bat,R Pa Sm Co,Colombo,2023-08-12,night match,La Pr Le,2023,7041,1.125,3.857142857142857,148.6,80.0,137.8
9352356,Ed,20,2082044.0:6282856.0:1655436.0:6381962.0:62432.0:2162782.0:2827327.0:4640824.0:1711492.0:4174932.0:7276380.0,Nw Zd,48,6718326.0:2653993.0:4381761.0:5764576.0:3069954.0:2672214.0:3519011.0:3156033.0:3913475.0:1626561.0:3456424.0,Ed,20,Ed,bat,Od Td Mr,Manchester,2023-09-01,night match,Nw Zd tr of Ed,2023,538,1.15,1.0,169.73333333333332,50.0,149.06666666666666
9433598,Ne,8917,4873700.0:8040164.0:2286472.0:6640178.0:4645304.0:2157770.0:3216569.0:3648203.0:3636821.0:2082387.0:8040136.0,Ye,10618,1762060.0:1655436.0:8033304.0:1637320.0:8050160.0:3620742.0:1547993.0:7651657.0:5367676.0:4527942.0:8070915.0,Ne,8917,Ne,bat,Hy Ls,Leeds,2023-06-20,day match,Vy Bt,2023,1266,0.8666666666666667,0.7530864197530864,179.4,0.0,169.8
9432989,Bm Bs,10366,2124002.0:7681869.0:3612286.0:3890963.0:8210789.0:8044112.0:1730658.0:7184666.0:2170762.0:3245689.0:2855138.0,Ye,10618,1762060.0:1655436.0:2082044.0:1637320.0:6095508.0:8050160.0:7651657.0:5367676.0:4527942.0:8070915.0:8027396.0,Bm Bs,10366,Ye,field,En Bm,Birmingham,2023-05-20,day/night match,Vy Bt,2023,1161,0.6,1.0,172.0,50.0,148.96666666666667
9027381,Ad,17583,1945390.0:5764576.0:4949776.0:7873984.0:3935854.0:3913440.0:8765154.0:3456424.0:270262.0:8354835.0:7878765.0,Cy,17653,2659243.0:4381747.0:4381705.0:3682160.0:3834361.0:8706179.0:6739830.0:1495731.0:4136404.0:8482788.0:3834319.0,Cy,17653,Cy,field,En Pk Ad,Auckland,2022-01-07,day/night match,Sr Sh,2021/22,1994,0.75,0.7530864197530864,150.66666666666666,0.0,108.5
9271765,Ky Fs,47480,5506486.0:4403538.0:5490624.0:6710850.0:3668356.0:5490666.0:4690104.0:4365878.0:8136659.0:6401982.0:2691688.0,Da Aa,47508,7787772.0:8363221.0:2097017.0:2398346.0:3061225.0:8520105.0:8464343.0:8277716.0:5548318.0:8067037.0:5786836.0,Ky Fs,47480,Ky Fs,bat,R Pa Sm Co,Colombo,2022-12-18,night match,La Pr Le,2022/23,7041,0.45454545454545453,1.975609756097561,150.85714285714286,66.67,129.93333333333334
9076815,Mr Gp Da,40452,2939124.0:393371.0:6930580.0:392188.0:1934099.0:391621.0:2820957.0:2296195.0:393889.0:2104346.0:6526498.0,Ka Ts,42573,6930174.0:363047.0:2104332.0:392216.0:4403426.0:1634611.0:5831622.0:391271.0:392979.0:5554142.0:2630081.0,Ka Ts,42573,Ka Ts,field,Se Ba Nl Sm Mr,Dhaka,2022-01-21,night match,Bh Pr Le,2021/22,14188,0.6,1.0,,0.0,112.88461538461539
9331097,Ga,12389,5785492.0:4944400.0:8041445.0:5699700.0:7586970.0:2956407.0:3509428.0:8422987.0:2034479.0:5062462.0:5758766.0:5758780.0,Di,12046,5636658.0:6785666.0:9047499.0:7861524.0:4231702.0:8058903.0:6511336.0:8149315.0:4901182.0:7581244.0:6619794.0:9047954.0,Di,12046,Di,field,Si Mh Sm Jr,Jaipur,2022-10-20,day match,Sd Mq Ai Ty,2022/23,4661,0.125,0.6721311475409836,168.66666666666666,0.0,127.9
9290966,Ia,55,2954769.0:1776627.0:3125562.0:6521080.0:3479860.0:210328.0:3882850.0:184960.0:3130840.0:2282125.0:7881845.0,An,293,5554212.0:6818622.0:6450576.0:5554282.0:3668356.0:181404.0:5736016.0:5554254.0:6818776.0:3976965.0:6819238.0,Ia,55,An,field,Di Il Ct Sm,Dubai,2022-09-08,night match,Ia tr of Ud Ab Es,2022,17086,2.5714285714285716,1.0,173.26666666666668,100.0,145.13333333333333
9051055,Mn Ss,44904,1637320.0:2263736.0:302875.0:2231928.0:6249256.0:5017144.0:2157770.0:2214554.0:8427978.0:284339.0:8109779.0,Qa Gs,40592,2437035.0:7694581.0:3651472.0:1594333.0:7881866.0:3364234.0:2437049.0:1893401.0:302868.0:8106629.0:8106713.0,Mn Ss,44904,Qa Gs,field,Nl Sm Ki,Karachi,2022-01-31,night match,Pn Sr Le,2021/22,3422,1.7777777777777777,1.975609756097561,171.07692307692307,50.0,169.46666666666667
9272437,Sy Tr,33963,1749075.0:7572123.0:2231928.0:7534652.0:5788320.0:2335381.0:5497274.0:5509524.0:3497633.0:6521234.0:6819238.0,Ae Ss,33914,5469008.0:4239038.0:2286472.0:3681957.0:387778.0:8415854.0:4992378.0:5554254.0:6718844.0:5863290.0:55299.0,Ae Ss,33914,Sy Tr,bat,Ae Ol,Adelaide,2022-12-20,night match,Bg Bh Le,2022/23,930,0.75,0.5061728395061729,164.4,40.0,155.96666666666667
9489444,Ln St,46773,4655384.0:3200973.0:4489974.0:1611364.0:2672214.0:74087.0:5436878.0:1482998.0:5367676.0:5788418.0:3901099.0,Wh Fe,46752,4421689.0:2082044.0:4003390.0:2450895.0:3239102.0:5764576.0:2157770.0:334963.0:3546297.0:3456424.0:2538983.0,Wh Fe,46752,Ln St,bat,Sa Gs Cf,Cardiff,2023-08-20,night match,Te Hd Ms Cn,2023,4521,1.5,1.0,149.53333333333333,0.0,151.1
9176320,Nw Zd,48,1585457.0:6718326.0:3083632.0:2672214.0:5764576.0:2486896.0:3519011.0:3913475.0:3456424.0:6718396.0:5984376.0,Ns,118,1635997.0:4502392.0:7253350.0:1539208.0:7891232.0:7905309.0:3083667.0:8354849.0:4164985.0:8947777.0:8404325.0,Nw Zd,48,Nw Zd,bat,Sk Wt Te He,The Hague,2022-08-04,day/night match,Nw Zd tr of Ns,2022,17765,3.6,1.975609756097561,163.6,0.0,
9388483,Ad,17583,1945390.0:8765154.0:8144184.0:3935854.0:4949776.0:3913440.0:6718438.0:5560190.0:7565697.0:8354835.0:7878765.0,Cl Ds,17744,8212917.0:3558316.0:3834256.0:3083632.0:8354800.0:4950364.0:8447396.0:8435699.0:4170494.0:9475766.0:6496118.0,Cl Ds,17744,Cl Ds,field,En Pk Or Ol Ad,Auckland,2023-01-14,day match,Sr Sh,2022/23,5081,0.6428571428571429,0.3442622950819672,153.4,66.67,133.22222222222223
9290609,Pn,62,2263736.0:2437021.0:8180570.0:1637320.0:3364234.0:2437049.0:5017144.0:8106629.0:2437077.0:8131255.0:8427978.0,Ed,20,4685568.0:1749075.0:1655436.0:3651472.0:6381962.0:62432.0:4640824.0:2157770.0:1711492.0:4012203.0:3312350.0,Ed,20,Ed,field,Nl Sm Ki,Karachi,2022-09-20,night match,Ed tr of Pn,2022,3422,1.2352941176470589,0.3442622950819672,161.33333333333334,33.33,172.86666666666667
9407614,Pa Cs,48929,4685568.0:6282856.0:2231928.0:3406717.0:3747764.0:4167855.0:2486896.0:1858961.0:4888414.0:1711492.0:3373866.0,Ss En Ce,48943,1963443.0:2269833.0:7787772.0:4203499.0:4171859.0:3239102.0:3162487.0:4874820.0:2658445.0:4626236.0:3747484.0,Pa Cs,48929,Ss En Ce,field,St Gs Pk Ga,Gqeberha,2023-01-12,day/night match,S0,2022/23,1224,0.8571428571428571,1.0,,0.0,140.26666666666668
9823057,Ud Ab Es,202,8688952.0:7990828.0:8250115.0:2206637.0:8127279.0:8463783.0:8489816.0:8688973.0:4767482.0:2691688.0:9471244.0,Nl,237,5563004.0:7409611.0:4908518.0:7993551.0:7507429.0:5562962.0:8776767.0:5604738.0:8127167.0:8296644.0:7409569.0,Nl,237,Nl,field,Mi Ct Gd,Kathmandu,2023-10-23,day match,Ud Ab Es tr of Nl,2023/24,24044,1.0,0.5061728395061729,152.4,66.67,146.5
9516730,Mi Is,30435,5043310.0:238727.0:3125562.0:8058924.0:5126064.0:6249256.0:7537004.0:2022957.0:230775.0:1907352.0:8118914.0:8442286.0,Gt Ts,48341,1958683.0:7491224.0:4377610.0:3339160.0:2252452.0:5452754.0:2966879.0:5554254.0:8277716.0:4690230.0:3373285.0:3759846.0,Mi Is,30435,Gt Ts,field,We Sm Mi,Mumbai,2023-05-12,night match,In Pr Le,2023,5004,1.1875,1.0,171.66666666666666,100.0,171.7
9692472,Ia,55,8058959.0:7422673.0:8191868.0:2981614.0:5061748.0:5001170.0:5038018.0:7881845.0:4377694.0:8228100.0:6420126.0,Id,216,2123974.0:2124002.0:6496412.0:6729862.0:4171460.0:2436251.0:3685100.0:2436426.0:2550414.0:6496482.0:6496426.0,Ia,55,Id,field,Me Dn,Dublin,2023-08-20,day match,Ia tr of Id,2023,6831,3.0,1.0,179.93333333333334,100.0,160.33333333333334
9027262,Cy,17653,2659243.0:2721627.0:2672214.0:3682160.0:3834361.0:8706179.0:6739830.0:1495731.0:3546297.0:8482788.0:3834319.0,Ad,17583,1945390.0:4949776.0:3069954.0:5764576.0:3935854.0:3913440.0:270262.0:3456424.0:6718438.0:8354835.0:7878765.0,Cy,17653,Ad,field,Hy Ol Ch,Christchurch,2022-01-18,night match,Sr Sh,2021/22,664,0.9166666666666666,1.0,162.6,100.0,157.83333333333334
9433878,Sy,9876,6282856.0:1798705.0:2089079.0:4640824.0:3573723.0:2022957.0:1613919.0:7672657.0:2790675.0:7276380.0:6646940.0,Le,8182,4685568.0:2162782.0:82228.0:2827327.0:2672214.0:2450895.0:1837205.0:4425224.0:8055417.0:4012203.0:3312364.0,Sy,9876,Sy,bat,Od Td Mr,Manchester,2023-07-07,day/night match,Vy Bt,2023,538,0.7777777777777778,0.7530864197530864,192.0,0.0,151.2
9433640,Ne,8987,4003390.0:1749075.0:1626526.0:4172447.0:5516720.0:125915.0:130437.0:7507303.0:6019306.0:4420828.0:2904943.0,Le,8301,4873028.0:2340372.0:6003584.0:2658431.0:4887336.0:8845850.0:6342384.0:7161426.0:5528116.0:3673914.0:6081914.0,Ne,8987,Ne,bat,Ge Rd Lr,Leicester,2023-06-20,day/night match,Vy Bt,2023,1378,1.7142857142857142,1.4878048780487805,164.53333333333333,50.0,154.66666666666666
9085089,Ex,7258,3200973.0:6065548.0:5406064.0:5436878.0:6364588.0:5788320.0:3030733.0:4460154.0:1499868.0:7688848.0:5404440.0,Sx,9967,2263736.0:164233.0:8820496.0:4215098.0:74087.0:5554254.0:4411231.0:6311612.0:8006676.0:3214812.0:1471994.0,Ex,7258,Sx,field,Cy Gd Cd,Chelmsford,2022-06-17,night match,Vy Bt,2022,2239,0.5294117647058824,1.0,155.53333333333333,0.0,137.55555555555554
9272724,Sy Ss,33956,7869987.0:1870357.0:3535783.0:41740.0:3063696.0:34061.0:8146998.0:4756982.0:2790675.0:8355808.0:49496.0,Sy Tr,33963,7572123.0:1539236.0:8183475.0:7534652.0:2335381.0:5788320.0:1612610.0:9070970.0:5509524.0:3497633.0:2437077.0,Sy Ss,33956,Sy Ss,bat,Sy Ct Gd,Sydney,2023-01-21,night match,Bg Bh Le,2022/23,937,1.3,4.809523809523809,164.33333333333334,80.0,149.39285714285714
9407719,Pa Cs,48929,4403531.0:6282856.0:3406717.0:2231928.0:4167855.0:2486896.0:4888414.0:1858961.0:3747764.0:1711492.0:3373866.0,Pl Rs,48950,2089079.0:3009215.0:2162782.0:1837205.0:2252452.0:4887406.0:4239780.0:3845029.0:3872756.0:3794174.0:2654028.0,Pl Rs,48950,Pa Cs,bat,Bd Pk Pl,Paarl,2023-01-22,day match,S0,2022/23,7230,0.6190476190476191,1.4901960784313726,140.75,0.0,122.75
9085299,Ne,8987,4003390.0:1749075.0:3651472.0:34061.0:5516720.0:125915.0:7215284.0:7328110.0:130437.0:4420828.0:2083157.0,Dm,6838,7651650.0:3293520.0:3501889.0:6402374.0:3218340.0:4174932.0:2100524.0:6257698.0:3622807.0:5231218.0:3216569.0,Ne,8987,Dm,field,Re Gd Cr le St,Chester-le-Street,2022-06-24,day/night match,Vy Bt,2022,7286,1.4285714285714286,21.0,151.4,100.0,158.42307692307693
9680285,Da Aa,47508,5490596.0:4403545.0:4174134.0:4223883.0:3260564.0:2335381.0:8146998.0:5091806.0:5786836.0:8427978.0:5047300.0,Be Ky,49657,8438926.0:3585350.0:2104409.0:5490666.0:348361.0:2420788.0:3459623.0:6710850.0:2296195.0:6818776.0:2270519.0,Da Aa,47508,Be Ky,field,R Pa Sm Co,Colombo,2023-08-14,night match,La Pr Le,2023,7041,1.5555555555555556,1.9803921568627452,146.66666666666666,0.0,137.16666666666666
9457685,St Ss,45072,6930230.0:4403419.0:392062.0:4879426.0:3471761.0:392216.0:1634611.0:3373138.0:7976653.0:4012203.0:2104346.0,Rr Rs,35790,2104332.0:2083409.0:8127321.0:4230127.0:2875368.0:3061225.0:5831622.0:360086.0:7866522.0:6486416.0:7084930.0,St Ss,45072,Rr Rs,field,Se Ba Nl Sm Mr,Dhaka,2023-02-14,night match,Bh Pr Le,2022/23,14188,1.0,0.6039603960396039,159.64285714285714,0.0,149.6
9085117,We,10576,5320118.0:3298427.0:1626526.0:7773338.0:4051396.0:7671313.0:3056815.0:360086.0:8855594.0:6240632.0:8018751.0,Le,8301,4873028.0:6176246.0:6003584.0:3643870.0:2658431.0:4887336.0:3218291.0:7651657.0:8845850.0:5554142.0:5528116.0,Le,8301,We,bat,Ge Rd Lr,Leicester,2022-06-17,day/night match,Vy Bt,2022,1378,1.5,0.5121951219512195,175.0,50.0,159.6818181818182
9407670,Jg Sr Ks,48922,1884973.0:313809.0:4170186.0:4888218.0:4739552.0:4159644.0:4172083.0:4165041.0:4690230.0:7968225.0:328607.0,Pa Cs,48929,4685568.0:6282856.0:2231928.0:3406717.0:4167855.0:2486896.0:4888414.0:1858961.0:4239794.0:1711492.0:3373866.0,Jg Sr Ks,48922,Pa Cs,field,Te Ws Sm Jg,Johannesburg,2023-01-17,day/night match,S0,2022/23,3569,0.6,0.33990099009900987,125.33333333333333,0.0,164.5
9433647,Ne,8917,4873700.0:8040164.0:2286472.0:6640178.0:2157770.0:4645304.0:3648203.0:3216569.0:3636821.0:2082387.0:8040136.0,De,6698,2433640.0:7295028.0:8180570.0:325814.0:4170186.0:6718788.0:3991700.0:6060844.0:4517246.0:6005866.0:8907338.0,De,6698,Ne,bat,Cy Gd Nn,Northampton,2023-06-21,day/night match,Vy Bt,2023,1637,0.6111111111111112,1.0,181.2,66.67,168.4
8950822,Ia,55,5043310.0:7422673.0:4497646.0:6521080.0:4377610.0:210328.0:3882850.0:2733380.0:2282125.0:4859490.0:3011735.0,Sh Aa,34,2654014.0:2604825.0:2294823.0:2364543.0:2252452.0:4171859.0:1858961.0:3851518.0:1874081.0:3373866.0:2654028.0,Sh Aa,34,Sh Aa,field,An Jy Sm Di,Delhi,2022-06-09,night match,Sh Aa tr of Ia,2022,2344,1.8181818181818181,1.2469135802469136,154.53333333333333,0.0,135.96666666666667
9433542,De,6698,2433640.0:7295028.0:8180570.0:325814.0:4170186.0:6718788.0:3991700.0:6060844.0:4517246.0:6005866.0:8907338.0,Ye,10618,1762060.0:1655436.0:8033304.0:1637320.0:3620742.0:8050160.0:1547993.0:7651657.0:5367676.0:4527942.0:8070915.0,De,6698,Ye,field,Qs Pk Cd,Chesterfield,2023-06-18,day match,Vy Bt,2023,1511,1.0,0.40594059405940597,165.13333333333333,50.0,140.0
9484565,Id Ud,40578,6818622.0:1626526.0:2364543.0:6460614.0:7960847.0:3459623.0:4767832.0:8522422.0:4769148.0:5141226.0:6819238.0,Qa Gs,40592,2089079.0:1585457.0:7694581.0:290051.0:1594333.0:3364234.0:2437049.0:5744850.0:8106713.0:8106629.0:9373930.0,Id Ud,40578,Id Ud,bat,Nl Sm Ki,Karachi,2023-02-24,night match,Pn Sr Le,2022/23,3422,1.1,1.9523809523809523,175.73333333333332,66.67,170.9
